val_acc,val_loss,epoch,step,test_acc,test_loss
0.9634000062942505,0.11810401827096939,0,859,,
0.9728000164031982,0.08629168570041656,1,1719,,
0.9800000190734863,0.06370445340871811,2,2579,,
0.9828000068664551,0.0571129210293293,3,3439,,
0.9836000204086304,0.054569538682699203,4,4299,,
,,4,4300,0.9843000173568726,0.04466469585895538
