val_acc,val_loss,epoch,step,test_acc,test_loss
0.826200008392334,0.5998424291610718,0,859,,
0.9142000079154968,0.3080088198184967,1,1719,,
0.9380000233650208,0.22289392352104187,2,2579,,
0.9498000144958496,0.1827262043952942,3,3439,,
0.9559999704360962,0.15737414360046387,4,4299,,
,,5,4300,0.9666000008583069,0.11719289422035217
,,4,4300,0.9666000008583069,0.11719289422035217
