val_acc,val_loss,epoch,step,test_acc,test_loss
0.9120000004768372,0.29195278882980347,0,859,,
0.9567999839782715,0.14983880519866943,1,1719,,
0.9696000218391418,0.10995829105377197,2,2579,,
0.9733999967575073,0.08996494114398956,3,3439,,
0.9771999716758728,0.07670476287603378,4,4299,,
,,4,4300,0.9767000079154968,0.07151404023170471
